frug;plant;n_visits;obs_time;visit_rate;n_fruits;fruit_visit;QTY;frug_family;body_mass;gape_size;plant_family;FRDIAM;FRLENG;FRFM;PFM;SFM;PDM;SDM;SEEDS;WATER;LIP;PRO;SSUGAR;INSUGAR;NSC;TOTALC;TOTALSUG
Tangara seledon;Sloanea guianensis;3;28;0.107;7;2.33;0.25;Thraupidae;18.7;6.1;Elaeocarpaceae;7;12;0.3;NA;0.2;NA;NA;1;0.91;0.025;0.069;NA;NA;NA;0.877;NA
Tityra cayana;Sloanea guianensis;1;28;0.036;2;2;0.071;Cotingidae;68.1;16.6;Elaeocarpaceae;7;12;0.3;NA;0.2;NA;NA;1;0.91;0.025;0.069;NA;NA;NA;0.877;NA
Turdus albicollis;Sloanea monosperma;6;NA;NA;12;2;NA;Turdidae;54;11.1;Elaeocarpaceae;10.03;14.73;1.23;NA;0.482;0.747;0.482;1;NA;NA;NA;NA;NA;NA;NA;NA
Turdus rufiventris;Sloanea monosperma;1;NA;NA;1;1;NA;Turdidae;69.5;13.3;Elaeocarpaceae;10.03;14.73;1.23;NA;0.482;0.747;0.482;1;NA;NA;NA;NA;NA;NA;NA;NA
Thraupis sayaca;Solanum erianthum;4;3;1.333;NA;1;1.333;Thraupidae;32.5;8.9;Solanaceae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Thraupis sayaca;Solanum granulosoleprosum;4;23;0.174;5;1.25;0.217;Thraupidae;32.5;8.9;Solanaceae;11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Thraupis sayaca;Solanum myrianthum;5;10;0.5;5;1;0.5;Thraupidae;32.5;8.9;Solanaceae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Turdus rufiventris;Solanum viscosissimum;2;32;0.063;20;10;0.625;Turdidae;69.5;13.3;Solanaceae;8.6;8.7;0.4;NA;NA;NA;NA;9.5;0.69;0.003;NA;NA;NA;NA;NA;NA
Euphonia violacea;Sorocea ilicifolia;7;15.8;0.443;NA;NA;NA;Fringillidae;15;6.9;Moraceae;12.33;13.82;1.797;2.15;0.585;0.29;0.64;1;0.77;0.05;0.103;NA;NA;NA;0.811;NA
Procnias nudicollis;Sorocea ilicifolia;3;15.8;0.19;NA;NA;NA;Cotingidae;200;23.6;Moraceae;12.33;13.82;1.797;2.15;0.585;0.29;0.64;1;0.77;0.05;0.103;NA;NA;NA;0.811;NA
Thraupis sayaca;Sorocea ilicifolia;4;15.8;0.253;NA;NA;NA;Thraupidae;32.5;8.9;Moraceae;12.33;13.82;1.797;2.15;0.585;0.29;0.64;1;0.77;0.05;0.103;NA;NA;NA;0.811;NA
Turdus rufiventris;Struthanthus vulgaris;1;NA;NA;NA;NA ;NA;Turdidae;69.5;13.3;Loranthaceae;4.35;6.73;0.114;NA;0.022;0.092;0.022;1;NA;NA;NA;NA;NA;NA;NA;NA
Thraupis sayaca;Styrax leprosus;1;NA;NA;3;3;NA;Thraupidae;32.5;8.9;Styracaceae;9.05;10;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
Turdus albicollis;Styrax leprosus;3;NA;NA;8;2.67;NA;Turdidae;54;11.1;Styracaceae;9.05;10;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
Penelope obscura;Symplocos uniflora;1;NA;NA;NA;NA;NA;Cracidae;1770;22.3;Symplocaceae;10.9;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
Turdus albicollis;Symplocos uniflora;1;24;0.042;1;1;0.042;Turdidae;54;11.1;Symplocaceae;10.9;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
Turdus rufiventris;Symplocos uniflora;3;24;0.125;11;3.67;0.458;Turdidae;69.5;13.3;Symplocaceae;10.9;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
Thraupis sayaca;Syzygium cumini;9;10;0.9;14;1.56;1.4;Thraupidae;32.5;8.9;Myrtaceae;NA;22.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Thraupis sayaca;Syzygium cumini;9;10;0.9;14;1;0.9;Thraupidae;32.5;8.9;Myrtaceae;NA;22.3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Euphonia chlorotica;Tapirira guianensis;8;56;0.143;23;2.88;0.411;Fringillidae;11;6.1;Anacardiaceae;10.47;14.03;0.742;0.59;0.26;0.569;0.22;1;0.8;0.075;0.048;0.053;0.11;0.88;NA;0.164
Euphonia violacea;Tapirira guianensis;5;56;0.089;11;2.2;0.196;Fringillidae;15;6.9;Anacardiaceae;10.47;14.03;0.742;0.59;0.26;0.569;0.22;1;0.8;0.075;0.048;0.053;0.11;0.88;NA;0.164
Tangara cayana;Tapirira guianensis;72;56;1.286;115;1.6;2.054;Thraupidae;18;7.4;Anacardiaceae;10.47;14.03;0.742;0.59;0.26;0.569;0.22;1;0.8;0.075;0.048;0.053;0.11;0.88;NA;0.164
Tangara cayana;Tapirira guianensis;1;254;0.004;NA;1.6;0.006;Thraupidae;18;7.4;Anacardiaceae;10.47;14.03;0.742;0.59;0.26;0.569;0.22;1;0.8;0.075;0.048;0.053;0.11;0.88;NA;0.164
Thraupis palmarum;Tapirira guianensis;35;56;0.625;94;2.69;1.679;Thraupidae;39;8.3;Anacardiaceae;10.47;14.03;0.742;0.59;0.26;0.569;0.22;1;0.8;0.075;0.048;0.053;0.11;0.88;NA;0.164
Thraupis palmarum;Tapirira guianensis;3;254;0.012;NA;2.38;0.028;Thraupidae;39;8.3;Anacardiaceae;10.47;14.03;0.742;0.59;0.26;0.569;0.22;1;0.8;0.075;0.048;0.053;0.11;0.88;NA;0.164
Thraupis sayaca;Tapirira guianensis;86;56;1.536;178;2.07;3.179;Thraupidae;32.5;8.9;Anacardiaceae;10.47;14.03;0.742;0.59;0.26;0.569;0.22;1;0.8;0.075;0.048;0.053;0.11;0.88;NA;0.164
Tangara cayana;Trema micrantha;9;23;0.9;39;4.33;3.9;Thraupidae;18;7.4;Cannabaceae;2.92;3.24;0.01;NA;0.004;0.006;NA;1;NA;0.488;0.107;0.001;0.021;NA;NA;0.022
Tangara cyanocephala;Trema micrantha;4;13;0.308;19;4.75;1.462;Thraupidae;18;5.2;Cannabaceae;2.92;3.24;0.01;NA;0.004;0.006;NA;1;NA;0.488;0.107;0.001;0.021;NA;NA;0.022
Thraupis palmarum;Trema micrantha;3;13;0.231;33;11;2.538;Thraupidae;39;8.3;Cannabaceae;2.92;3.24;0.01;NA;0.004;0.006;NA;1;NA;0.488;0.107;0.001;0.021;NA;NA;0.022
Thraupis palmarum;Trema micrantha;1;10;0.1;1;1;0.1;Thraupidae;39;8.3;Cannabaceae;2.92;3.24;0.01;NA;0.004;0.006;NA;1;NA;0.488;0.107;0.001;0.021;NA;NA;0.022
Thraupis sayaca;Trema micrantha;9;13;0.692;94;10.44;7.231;Thraupidae;32.5;8.9;Cannabaceae;2.92;3.24;0.01;NA;0.004;0.006;NA;1;NA;0.488;0.107;0.001;0.021;NA;NA;0.022
Thraupis sayaca;Trema micrantha;12;10;1.2;9;0.75;0.9;Thraupidae;32.5;8.9;Cannabaceae;2.92;3.24;0.01;NA;0.004;0.006;NA;1;NA;0.488;0.107;0.001;0.021;NA;NA;0.022
Thraupis sayaca;Trema micrantha;1;23;0.043;1;1;0.043;Thraupidae;32.5;8.9;Cannabaceae;2.92;3.24;0.01;NA;0.004;0.006;NA;1;NA;0.488;0.107;0.001;0.021;NA;NA;0.022
Turdus rufiventris;Trema micrantha;6;13;0.462;145;24.17;11.154;Turdidae;69.5;13.3;Cannabaceae;2.92;3.24;0.01;NA;0.004;0.006;NA;1;NA;0.488;0.107;0.001;0.021;NA;NA;0.022
Euphonia chlorotica;Trichilia catigua;1;91.4;0.011;3;3;0.033;Fringillidae;11;6.1;Meliaceae;7.2;14.1;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tangara cayana;Trichilia catigua;3;91.4;0.033;3;1;0.033;Thraupidae;18;7.4;Meliaceae;7.2;14.1;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tityra cayana;Trichilia catigua;3;91.4;0.033;4;1.33;0.044;Cotingidae;68.1;16.6;Meliaceae;7.2;14.1;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
Turdus rufiventris;Trichilia catigua;6;91.4;0.066;11;1.83;0.12;Turdidae;69.5;13.3;Meliaceae;7.2;14.1;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tangara cayana;Trichilia clausseni;3;30;0.1;3;1;0.1;Thraupidae;18;7.4;Meliaceae;6;9.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tangara cayana;Trichilia clausseni;2;90.5;0.022;5;2.5;0.055;Thraupidae;18;7.4;Meliaceae;6;9.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Thraupis sayaca;Trichilia clausseni;21;90.5;0.232;88;4.19;0.972;Thraupidae;32.5;8.9;Meliaceae;6;9.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Thraupis sayaca;Trichilia clausseni;5;30;0.167;7;1.4;0.233;Thraupidae;32.5;8.9;Meliaceae;6;9.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Trogon surrucura;Trichilia clausseni;1;90.5;0.011;2;2;0.022;Trogonidae;73.3;17.5;Meliaceae;6;9.5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aburria jacutinga;Virola bicuhyba;1;77.3;0.013;6;6;0.077;Cracidae;1250;19.1;Myristicaceae;17.91;29.71;5.258;1.55;2.199;0.71;1.557;1;0.54;0.569;0.055;0.003;NA;NA;NA;0.003
Ramphastos vitellinus;Virola bicuhyba;1;77.3;0.013;1;1;0.013;Ramphastidae;343.5;30.1;Myristicaceae;17.91;29.71;5.258;1.55;2.199;0.71;1.557;1;0.54;0.569;0.055;0.003;NA;NA;NA;0.003
Selenidera maculirostris;Virola bicuhyba;6;77.3;0.078;6;1;0.078;Ramphastidae;164;25;Myristicaceae;17.91;29.71;5.258;1.55;2.199;0.71;1.557;1;0.54;0.569;0.055;0.003;NA;NA;NA;0.003
Thraupis palmarum;Virola bicuhyba;2;77.3;0.026;2;1;0.026;Thraupidae;39;8.3;Myristicaceae;17.91;29.71;5.258;1.55;2.199;0.71;1.557;1;0.54;0.569;0.055;0.003;NA;NA;NA;0.003
Trogon viridis;Virola bicuhyba;26;77.3;0.336;26;1;0.336;Trogonidae;89.7;20.5;Myristicaceae;17.91;29.71;5.258;1.55;2.199;0.71;1.557;1;0.54;0.569;0.055;0.003;NA;NA;NA;0.003
Turdus albicollis;Virola bicuhyba;3;77.3;0.039;5;1.67;0.065;Turdidae;54;11.1;Myristicaceae;17.91;29.71;5.258;1.55;2.199;0.71;1.557;1;0.54;0.569;0.055;0.003;NA;NA;NA;0.003
Turdus rufiventris;Virola bicuhyba;2;77.3;0.026;2;1;0.026;Turdidae;69.5;13.3;Myristicaceae;17.91;29.71;5.258;1.55;2.199;0.71;1.557;1;0.54;0.569;0.055;0.003;NA;NA;NA;0.003
Aburria jacutinga;Virola gardneri;1;NA;NA;NA;NA;NA;Cracidae;1250;19.1;Myristicaceae;26.67;35.93;6.3;NA;5.6;NA;NA;1;0.72;0.888;0.049;NA;NA;NA;0.053;NA
Aburria jacutinga;Virola oleifera;1;NA;NA;NA;6;NA;Cracidae;1250;19.1;Myristicaceae;15.7;23.7;3.5;1.1;NA;NA;NA;1;0.63;0.618;0.046;NA;NA;NA;0.321;NA
Baillonius bailloni;Virola oleifera;5;750;0.007;NA;1;0.007;Ramphastidae;146;23.6;Myristicaceae;15.7;23.7;3.5;1.1;NA;NA;NA;1;0.63;0.618;0.046;NA;NA;NA;0.321;NA
Procnias nudicollis;Virola oleifera;4;750;0.005;NA;NA;NA;Cotingidae;200;23.6;Myristicaceae;15.7;23.7;3.5;1.1;NA;NA;NA;1;0.63;0.618;0.046;NA;NA;NA;0.321;NA
Ramphastos dicolorus;Virola oleifera;11;750;0.015;NA;1;0.015;Ramphastidae;331;30.7;Myristicaceae;15.7;23.7;3.5;1.1;NA;NA;NA;1;0.63;0.618;0.046;NA;NA;NA;0.321;NA
Selenidera maculirostris;Virola oleifera;3;750;0.004;NA;1;0.004;Ramphastidae;164;25;Myristicaceae;15.7;23.7;3.5;1.1;NA;NA;NA;1;0.63;0.618;0.046;NA;NA;NA;0.321;NA
Tityra cayana;Virola oleifera;4;750;0.005;NA;NA;NA;Cotingidae;68.1;16.6;Myristicaceae;15.7;23.7;3.5;1.1;NA;NA;NA;1;0.63;0.618;0.046;NA;NA;NA;0.321;NA
Trogon viridis;Virola oleifera;8;750;0.011;NA;1;0.011;Trogonidae;89.7;20.5;Myristicaceae;15.7;23.7;3.5;1.1;NA;NA;NA;1;0.63;0.618;0.046;NA;NA;NA;0.321;NA
Thraupis palmarum;Virola sebifera;1;32;1;1;1;1;Thraupidae;39;8.3;Myristicaceae;10.49;14.66;0.75;NA;0.54;0.12;0.36;1;0.41;0.539;0.071;NA;NA;0.084;NA;NA
Tityra cayana;Virola sebifera;3;32;0.094;6;2;0.188;Cotingidae;68.1;16.6;Myristicaceae;10.49;14.66;0.75;NA;0.54;0.12;0.36;1;0.41;0.539;0.071;NA;NA;0.084;NA;NA
Tityra cayana;Virola sebifera;1;30;0.033;3;3;0.1;Cotingidae;68.1;16.6;Myristicaceae;10.49;14.66;0.75;NA;0.54;0.12;0.36;1;0.41;0.539;0.071;NA;NA;0.084;NA;NA
Turdus albicollis;Virola sebifera;1;32;0.031;1;1;0.031;Turdidae;54;11.1;Myristicaceae;10.49;14.66;0.75;NA;0.54;0.12;0.36;1;0.41;0.539;0.071;NA;NA;0.084;NA;NA
Turdus rufiventris;Virola sebifera;9;32;0.281;7;1.2;0.338;Turdidae;69.5;13.3;Myristicaceae;10.49;14.66;0.75;NA;0.54;0.12;0.36;1;0.41;0.539;0.071;NA;NA;0.084;NA;NA
Ramphastos dicolorus;Vitex polygama;3;2.5;1.2;NA;8.5;10.2;Ramphastidae;331;30.7;Lamiaceae;16.63;17.06;2.57;1.97;NA;0.48;0.59;1;0.76;0.016;0.036;0.02;NA;NA;NA;0.02
Thraupis sayaca;Vitex polygama;1;2;0.5;NA;NA;NA;Thraupidae;32.5;8.9;Lamiaceae;16.63;17.06;2.57;1.97;NA;0.48;0.59;1;0.76;0.016;0.036;0.02;NA;NA;NA;0.02
Thraupis palmarum;Xylopia sericea;1;15;0.067;NA;1;0.067;Thraupidae;39;8.3;Annonaceae;9.8;14.25;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
Thraupis sayaca;Xylopia sericea;1;15;0.067;NA;1;0.067;Thraupidae;32.5;8.9;Annonaceae;9.8;14.25;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA
